City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Medal
Atlanta,1996,Cycling,Mountain Bike,cross-country,DEMATTEI  Susan,Women,USA,Bronze
Atlanta,1996,Cycling,Mountain Bike,cross-country,BRENTJENS  Bart,Men,NED,Gold
Atlanta,1996,Cycling,Mountain Bike,cross-country,MARTINEZ  Miguel,Men,FRA,Bronze
Atlanta,1996,Cycling,Mountain Bike,cross-country,SYDOR  Alison,Women,CAN,Silver
Atlanta,1996,Cycling,Mountain Bike,cross-country,FRISCHKNECHT  Thomas,Men,SUI,Silver
Atlanta,1996,Cycling,Mountain Bike,cross-country,PEZZO  Paola,Women,ITA,Gold
Atlanta,1996,Equestrian,Dressage,team,TEODORESCU  Monica,Women,GER,Gold
Atlanta,1996,Equestrian,Dressage,team,SCHAUDT  Martin,Men,GER,Gold
Atlanta,1996,Equestrian,Dressage,team,VAN GRUNSVEN  Anky,Women,NED,Silver
Atlanta,1996,Equestrian,Dressage,team,BARTELS DE VRIES  Maria Anna,Women,NED,Silver
Atlanta,1996,Equestrian,Dressage,team,SEIDEL  Guenter,Men,USA,Bronze
Atlanta,1996,Equestrian,Dressage,individual,ROTHENBERGER  Sven,Men,NED,Bronze
Atlanta,1996,Equestrian,Dressage,team,PETERS  Steffen,Women,USA,Bronze
Atlanta,1996,Equestrian,Dressage,individual,WERTH  Isabell,Women,GER,Gold
Atlanta,1996,Equestrian,Dressage,individual,VAN GRUNSVEN  Anky,Women,NED,Silver
Atlanta,1996,Equestrian,Dressage,team,ROTHENBERGER  Sven,Men,NED,Silver
Atlanta,1996,Equestrian,Dressage,team,GIBSON  Michelle,Women,USA,Bronze
Atlanta,1996,Equestrian,Dressage,team,DOVER  Robert Jeffrey,Men,USA,Bronze
Atlanta,1996,Equestrian,Dressage,team,BALKENHOL  Klaus,Men,GER,Gold
Atlanta,1996,Equestrian,Dressage,team,ROTHENBERGER  Gonnelien,Women,NED,Silver
Atlanta,1996,Equestrian,Dressage,team,WERTH  Isabell,Women,GER,Gold
Atlanta,1996,Equestrian,Eventing,individual,MILLIKIN  Kerry,Women,USA,Bronze
Atlanta,1996,Equestrian,Eventing,team,O'CONNOR  Karen,Women,USA,Silver
Atlanta,1996,Equestrian,Eventing,team,NICHOLSON  Andrew,Men,NZL,Bronze
Atlanta,1996,Equestrian,Eventing,team,ROLTON  Gillian,Women,AUS,Gold
Atlanta,1996,Equestrian,Eventing,individual,TAIT  Blyth,Men,NZL,Gold
Atlanta,1996,Equestrian,Eventing,team,HOY  Andrew,Men,AUS,Gold
Atlanta,1996,Equestrian,Eventing,team,JEFFERIS  Vaughn,Men,NZL,Bronze
Atlanta,1996,Equestrian,Eventing,team,DUTTON  Phillip,Men,AUS,Gold
Atlanta,1996,Equestrian,Eventing,team,LATTA  Victoria Jean,Women,NZL,Bronze
Atlanta,1996,Equestrian,Eventing,team,TAIT  Blyth,Men,NZL,Bronze
Atlanta,1996,Equestrian,Eventing,team,HENNEBERG  Jill,Women,USA,Silver
Atlanta,1996,Equestrian,Eventing,individual,CLARK  Sally,Women,NZL,Silver
Atlanta,1996,Equestrian,Eventing,team,SCHAEFFER  Wendy,Women,AUS,Gold
Atlanta,1996,Equestrian,Eventing,team,O'CONNOR  David,Men,USA,Silver
Atlanta,1996,Equestrian,Eventing,team,DAVIDSON  Bruce Oram,Men,USA,Silver
Atlanta,1996,Equestrian,Jumping,team,MATZ  Michael,Men,USA,Silver
Atlanta,1996,Equestrian,Jumping,team,BEERBAUM  Ludger,Men,GER,Gold
Atlanta,1996,Equestrian,Jumping,team,LEONE  Peter,Men,USA,Silver
Atlanta,1996,Equestrian,Jumping,individual,MELLIGER  Wilhelm,Men,SUI,Silver
Atlanta,1996,Equestrian,Jumping,individual,KIRCHHOFF  Ulrich,Men,GER,Gold
Atlanta,1996,Equestrian,Jumping,team,SLOOTHAAK  Franke,Men,GER,Gold
Atlanta,1996,Equestrian,Jumping,individual,LEDERMANN  Alexandra,Women,FRA,Bronze
Atlanta,1996,Equestrian,Jumping,team,NIEBERG  Lars,Men,GER,Gold
Atlanta,1996,Equestrian,Jumping,team,MIRANDA NETO  Alvaro,Men,BRA,Bronze
Atlanta,1996,Equestrian,Jumping,team,PESSOA  Rodrigo,Men,BRA,Bronze
Atlanta,1996,Equestrian,Jumping,team,JOHANNPETER  Andre,Men,BRA,Bronze
Atlanta,1996,Equestrian,Jumping,team,BURR-HOWARD  Leslie Michele,Women,USA,Silver
Atlanta,1996,Equestrian,Jumping,team,AZEVEDO  Luiz Felipe,Men,BRA,Bronze
Atlanta,1996,Equestrian,Jumping,team,KURSINSKI  Anne Kindig,Women,USA,Silver
Atlanta,1996,Equestrian,Jumping,team,KIRCHHOFF  Ulrich,Men,GER,Gold
Atlanta,1996,Fencing,Fencing,foil team,KRZESINSKI  Adam,Men,POL,Silver
Atlanta,1996,Fencing,Fencing,foil team,SHEVCHENKO  Dmitri,Men,RUS,Gold
Atlanta,1996,Fencing,Fencing,foil team,GREGORY  Elvis,Men,CUB,Bronze
Atlanta,1996,Fencing,Fencing,foil team,CARLESCU BADEA  Laura Gabriela,Women,ROU,Silver
Atlanta,1996,Fencing,Fencing,sabre team,POZDNYAKOV  Stanislav,Men,RUS,Gold
Atlanta,1996,Fencing,Fencing,épée individual,TREVEJO  Ivan,Men,CUB,Silver
Atlanta,1996,Fencing,Fencing,sabre team,KOVES  Csaba,Men,HUN,Silver
Atlanta,1996,Fencing,Fencing,épée individual,SZALAY HORVATHNE  Gyoengyi,Women,HUN,Bronze
Atlanta,1996,Fencing,Fencing,épée individual,BARLOIS  Valerie,Women,FRA,Silver
Atlanta,1996,Fencing,Fencing,foil team,MAMEDOV  Ilgar,Men,RUS,Gold
Atlanta,1996,Fencing,Fencing,épée team,BARLOIS  Valerie,Women,FRA,Gold
Atlanta,1996,Fencing,Fencing,foil individual,PLUMENAIL  Lionel,Men,FRA,Silver
Atlanta,1996,Fencing,Fencing,épée team,CUOMO  Sandro,Men,ITA,Gold
Atlanta,1996,Fencing,Fencing,épée team,MORESEE-PICHOT  Sophie,Women,FRA,Gold
Atlanta,1996,Fencing,Fencing,sabre individual,TOUYA  Damien,Men,FRA,Bronze
Atlanta,1996,Fencing,Fencing,épée team,BEKETOV  Aleksandr,Men,RUS,Silver
Atlanta,1996,Fencing,Fencing,foil team,BORTOLOZZI BORELLA  Francesca,Women,ITA,Gold
Atlanta,1996,Fencing,Fencing,foil individual,VEZZALI  Valentina,Women,ITA,Silver
Atlanta,1996,Fencing,Fencing,foil individual,CARLESCU BADEA  Laura Gabriela,Women,ROU,Gold
Atlanta,1996,Fencing,Fencing,foil team,TRILLINI  Giovanna,Women,ITA,Gold
Atlanta,1996,Fencing,Fencing,sabre team,SZABO  Bence,Men,HUN,Silver
Atlanta,1996,Fencing,Fencing,foil team,PAVLOVICH  Vladislav,Men,RUS,Gold
Atlanta,1996,Fencing,Fencing,épée team,MAZZONI  Angelo,Men,ITA,Gold
Atlanta,1996,Fencing,Fencing,épée team,FLESSEL-COLOVIC  Laura,Women,FRA,Gold
Atlanta,1996,Fencing,Fencing,épée team,RANDAZZO  Maurizio,Men,ITA,Gold
Atlanta,1996,Fencing,Fencing,foil individual,PUCCINI  Alessandro,Men,ITA,Gold
Atlanta,1996,Fencing,Fencing,épée team,ZALAFFI  Margherita,Women,ITA,Silver
Atlanta,1996,Fencing,Fencing,foil team,BAU  Sabine Christiane,Women,GER,Bronze
Atlanta,1996,Fencing,Fencing,sabre team,TARANTINO  Luigi,Men,ITA,Bronze
Atlanta,1996,Fencing,Fencing,épée team,SRECKI  Eric,Men,FRA,Bronze
Atlanta,1996,Fencing,Fencing,épée team,AZNAVOURIAN  Karina,Women,RUS,Bronze
Atlanta,1996,Fencing,Fencing,foil team,KIELPIKOWSKI  Piotr,Men,POL,Silver
Atlanta,1996,Fencing,Fencing,foil team,FICHTEL-MAURITZ  Anja,Women,GER,Bronze
Atlanta,1996,Fencing,Fencing,sabre individual,POZDNYAKOV  Stanislav,Men,RUS,Gold
Atlanta,1996,Fencing,Fencing,épée team,UGA  Elisa,Women,ITA,Silver
Atlanta,1996,Fencing,Fencing,épée team,KOLOBKOV  Pavel,Men,RUS,Silver
Atlanta,1996,Fencing,Fencing,sabre team,KIRIYENKO  Grigorii,Men,RUS,Gold
Atlanta,1996,Fencing,Fencing,foil team,SOBCZAK  Ryszard,Men,POL,Silver
Atlanta,1996,Fencing,Fencing,sabre individual,CHARIKOV  Serguei,Men,RUS,Silver
Atlanta,1996,Fencing,Fencing,foil team,VEZZALI  Valentina,Women,ITA,Gold
Atlanta,1996,Fencing,Fencing,épée team,HENRY  Jean-Michel,Men,FRA,Bronze
Atlanta,1996,Fencing,Fencing,épée team,ZAKHAREVITCH  Valeri,Men,RUS,Silver
Atlanta,1996,Fencing,Fencing,sabre team,NAVARRETE  Jozsef,Men,HUN,Silver
Atlanta,1996,Fencing,Fencing,foil team,GARCIA PEREZ  Oscar,Men,CUB,Bronze
Atlanta,1996,Fencing,Fencing,épée individual,IMRE  Geza,Men,HUN,Bronze
Atlanta,1996,Fencing,Fencing,épée individual,FLESSEL-COLOVIC  Laura,Women,FRA,Gold
Atlanta,1996,Fencing,Fencing,foil team,SCARLAT  Roxana,Women,ROU,Silver
Atlanta,1996,Fencing,Fencing,foil team,TUCKER LEON  Rolando Samuel,Men,CUB,Bronze
Atlanta,1996,Fencing,Fencing,foil individual,BOIDIN  Franck,Men,FRA,Bronze
Atlanta,1996,Fencing,Fencing,foil team,SZABO-LAZAR  Reka Zsofia,Women,ROU,Silver
Atlanta,1996,Fencing,Fencing,sabre team,CASERTA  Raffaello,Men,ITA,Bronze
Atlanta,1996,Fencing,Fencing,sabre team,TERENZI  Tonhi,Men,ITA,Bronze
Atlanta,1996,Fencing,Fencing,épée team,MAZINA  Mariya,Women,RUS,Bronze
Atlanta,1996,Fencing,Fencing,foil individual,TRILLINI  Giovanna,Women,ITA,Bronze
Atlanta,1996,Fencing,Fencing,sabre team,CHARIKOV  Serguei,Men,RUS,Gold
Atlanta,1996,Fencing,Fencing,épée team,LEROUX  Robert,Men,FRA,Bronze
Atlanta,1996,Fencing,Fencing,épée team,GARAYEVA  Yuliya,Women,RUS,Bronze
Atlanta,1996,Fencing,Fencing,épée individual,BEKETOV  Aleksandr,Men,RUS,Gold
Atlanta,1996,Fencing,Fencing,épée team,CHIESA  Laura,Women,ITA,Silver
Atlanta,1996,Fencing,Fencing,foil team,WEBER-KOSZTO  Monika,Women,GER,Bronze
Atlanta,1996,Football,Football,football,LUIZAO  LUIZAO,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,AMARAL  AMARAL,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,OLISEH  Sunday,Men,NGR,Gold
Atlanta,1996,Football,Football,football,DANRLEI  DANRLEI,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,VENTURINI  Tisha,Women,USA,Gold
Atlanta,1996,Football,Football,football,GUIARO  RONALDO,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,WANG  Liping,Women,CHN,Silver
Atlanta,1996,Football,Football,football,LIU  Ying,Women,CHN,Silver
Atlanta,1996,Football,Football,football,OKOCHA  Augustine,Men,NGR,Gold
Atlanta,1996,Football,Football,football,ORUMA  Wilson,Men,NGR,Gold
Atlanta,1996,Football,Football,football,OBARAKU  Mobi,Men,NGR,Gold
Atlanta,1996,Football,Football,football,ZHONG  Honglian,Women,CHN,Silver
Atlanta,1996,Football,Football,football,ZHAO  Lihong,Women,CHN,Silver
Atlanta,1996,Football,Football,football,FRUSTOL  Tone Gunn,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,SCURRY  Briana,Women,USA,Gold
Atlanta,1996,Football,Football,football,OVERBECK  Carla,Women,USA,Gold
Atlanta,1996,Football,Football,football,MORALES  Hugo,Men,ARG,Silver
Atlanta,1996,Football,Football,football,FATUSI  Teslim,Men,NGR,Gold
Atlanta,1996,Football,Football,football,FLAVIO  CONCEICAO,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,CHASTAIN  Brandi,Women,USA,Gold
Atlanta,1996,Football,Football,football,ALMEYDA  Matias,Men,ARG,Silver
Atlanta,1996,Football,Football,football,LILLY  Kristine,Women,USA,Gold
Atlanta,1996,Football,Football,football,OBIEKWU  Kingsley,Men,NGR,Gold
Atlanta,1996,Football,Football,football,CARLSEN  Agnete,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,ZE  MARIA,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,NYMARK ANDERSEN  Nina,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,AMUNIKE  Emmanuel,Men,NGR,Gold
Atlanta,1996,Football,Football,football,CAVALLERO  Pablo,Men,ARG,Silver
Atlanta,1996,Football,Football,football,SHUI  Qingxia,Women,CHN,Silver
Atlanta,1996,Football,Football,football,CHAMOT  Jose Antonio,Men,ARG,Silver
Atlanta,1996,Football,Football,football,OBAFEMI  Abiodon,Men,NGR,Gold
Atlanta,1996,Football,Football,football,GAO  Hong,Women,CHN,Silver
Atlanta,1996,Football,Football,football,AMOKACHI  Daniel,Men,NGR,Gold
Atlanta,1996,Football,Football,football,DIDA  DIDA,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,ROBERTS  Tiffany,Women,USA,Gold
Atlanta,1996,Football,Football,football,ORTEGA  Ariel,Men,ARG,Silver
Atlanta,1996,Football,Football,football,MARCELINHO  PAULISTA,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,IKPEBA  Victor,Men,NGR,Gold
Atlanta,1996,Football,Football,football,RIISE  Hege,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,RONALDO  Ronaldo Luis Nazario de LIMA,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,NARCISO  NARCISO,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,KANU  Nwankwo,Men,NGR,Gold
Atlanta,1996,Football,Football,football,LAWAL  Garba,Men,NGR,Gold
Atlanta,1996,Football,Football,football,DOSU  Joseph,Men,NGR,Gold
Atlanta,1996,Football,Football,football,BABAYARO  Celestine,Men,NGR,Gold
Atlanta,1996,Football,Football,football,YU  Hongqi,Women,CHN,Silver
Atlanta,1996,Football,Football,football,LIU  Ailing,Women,CHN,Silver
Atlanta,1996,Football,Football,football,AYALA  Roberto,Men,ARG,Silver
Atlanta,1996,Football,Football,football,SAVIO  SAVIO,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,BABAYARO  Emmanuel,Men,NGR,Gold
Atlanta,1996,Football,Football,football,MACMILLAN  Shannon,Women,USA,Gold
Atlanta,1996,Football,Football,football,MYKLEBUST  Merete,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,WILSON  Staci,Women,USA,Gold
Atlanta,1996,Football,Football,football,BEBETO  Jose Roberto,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,SENSINI  Roberto,Men,ARG,Silver
Atlanta,1996,Football,Football,football,DELGADO  Marcelo,Men,ARG,Silver
Atlanta,1996,Football,Football,football,FAWCETT  Joy,Women,USA,Gold
Atlanta,1996,Football,Football,football,ANDRE  LUIZ,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,GALLARDO  Marcelo,Men,ARG,Silver
Atlanta,1996,Football,Football,football,SANDAUNE  Brit,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,AKERS  Michelle,Women,USA,Gold
Atlanta,1996,Football,Football,football,XIE  Huilin,Women,CHN,Silver
Atlanta,1996,Football,Football,football,WEST  Taribo,Men,NGR,Gold
Atlanta,1996,Football,Football,football,ESPESETH  Gro,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,ALDAIR  ALDAIR,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,AARONES  Ann Kristin,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,CRESPO  Hernan,Men,ARG,Silver
Atlanta,1996,Football,Football,football,GABARRA  Carin,Women,USA,Gold
Atlanta,1996,Football,Football,football,SUN  Qingmei,Women,CHN,Silver
Atlanta,1996,Football,Football,football,SVENSSON  Tina,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,HAMM  Mia,Women,USA,Gold
Atlanta,1996,Football,Football,football,FOUDY  Julie,Women,USA,Gold
Atlanta,1996,Football,Football,football,PINEDA  Hector,Men,ARG,Silver
Atlanta,1996,Football,Football,football,RIVALDO  RIVALDO,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,PARLOW  Cindy,Women,USA,Gold
Atlanta,1996,Football,Football,football,ZE  ELIAS,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,LOPEZ  Claudio,Men,ARG,Silver
Atlanta,1996,Football,Football,football,MILBRETT  Tiffeny,Women,USA,Gold
Atlanta,1996,Football,Football,football,MEDALEN  Linda,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,UCHE  Okechukwu,Men,NGR,Gold
Atlanta,1996,Football,Football,football,PAZ  Pablo,Men,ARG,Silver
Atlanta,1996,Football,Football,football,PETTERSEN  Marianne,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,TANGERAAS  Trine,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,HAUGEN  Tone,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,THUN  Kjersti,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,WEN  Lirong,Women,CHN,Silver
Atlanta,1996,Football,Football,football,BABANGIDA  Tijani,Men,NGR,Gold
Atlanta,1996,Football,Football,football,HARVEY  Mary,Women,USA,Gold
Atlanta,1996,Football,Football,football,WEI  Haiying,Women,CHN,Silver
Atlanta,1996,Football,Football,football,SUN  Wen,Women,CHN,Silver
Atlanta,1996,Football,Football,football,SIMEONE  Diego,Men,ARG,Silver
Atlanta,1996,Football,Football,football,JUNINHO  JUNINHO,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,LOPEZ  Gustavo,Men,ARG,Silver
Atlanta,1996,Football,Football,football,ROBERT   CARLOS,Men,BRA,Bronze
Atlanta,1996,Football,Football,football,SETH  Reidun,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,ZANETTI  Javier,Men,ARG,Silver
Atlanta,1996,Football,Football,football,BASSEDAS  Christian,Men,ARG,Silver
Atlanta,1996,Football,Football,football,BOSSIO  Carlos,Men,ARG,Silver
Atlanta,1996,Football,Football,football,SHI  Guihong,Women,CHN,Silver
Atlanta,1996,Football,Football,football,NORDBY  Bente,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,CHEN  Yufeng,Women,CHN,Silver
Atlanta,1996,Football,Football,football,STOERE  Heidi,Women,NOR,Bronze
Atlanta,1996,Football,Football,football,FAN  Yunjie,Women,CHN,Silver
Atlanta,1996,Football,Football,football,NYMARK ANDERSEN  Anne,Women,NOR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,HUANG  Liping,Men,CHN,Silver
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,MILOSOVICI  Lavinia Corina,Women,ROU,Bronze
Atlanta,1996,Gymnastics,Artistic G.,horizontal bar,WECKER  Andreas,Men,GER,Gold
Atlanta,1996,Gymnastics,Artistic G.,uneven bars,KHORKINA  Svetlana,Women,RUS,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,BORDEN  Amanda,Women,USA,Gold
Atlanta,1996,Gymnastics,Artistic G.,horizontal bar,FAN  Bin,Men,CHN,Bronze
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,LI  Xiaosahuang,Men,CHN,Silver
Atlanta,1996,Gymnastics,Artistic G.,horizontal bar,NEMOV  Alexei,Men,RUS,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,KHORKINA  Svetlana,Women,RUS,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,MILOSOVICI  Lavinia Corina,Women,ROU,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,ZHANG  Jinjing,Men,CHN,Silver
Atlanta,1996,Gymnastics,Artistic G.,uneven bars,CHOW  Amy,Women,USA,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,KUZNETSOVA  Eugenia,Women,RUS,Silver
Atlanta,1996,Gymnastics,Artistic G.,vault,SCHERBO  Vitaly,Men,BLR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,GALIYEVA  Rozalia,Women,RUS,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,MOCEANU  Dominique,Women,USA,Gold
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,AMANAR  Simona,Women,ROU,Silver
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,AMANAR  Simona,Women,ROU,Bronze
Atlanta,1996,Gymnastics,Artistic G.,rings,CSOLLANY  Szilveszter,Men,HUN,Silver
Atlanta,1996,Gymnastics,Artistic G.,pommel horse,LI  Donghua,Men,SUI,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,AMANAR  Simona,Women,ROU,Bronze
Atlanta,1996,Gymnastics,Artistic G.,pommel horse,URZICA  Marius Daniel,Men,ROU,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,MILLER  Shannon,Women,USA,Gold
Atlanta,1996,Gymnastics,Artistic G.,uneven bars,BI  Wenjiing,Women,CHN,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,LI  Xiaosahuang,Men,CHN,Silver
Atlanta,1996,Gymnastics,Artistic G.,horizontal bar,DOUNEV  Krassimir Nikolaev,Men,BUL,Silver
Atlanta,1996,Gymnastics,Artistic G.,balance beam,MILLER  Shannon,Women,USA,Gold
Atlanta,1996,Gymnastics,Artistic G.,vault,NEMOV  Alexei,Men,RUS,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,SHARIPOV  Roustam,Men,UKR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,PODGORNYI  Evgueni,Men,RUS,Gold
Atlanta,1996,Gymnastics,Artistic G.,pommel horse,NEMOV  Alexei,Men,RUS,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,LOAIES  Ionela,Women,ROU,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,GOGEAN  Gina Elena,Women,ROU,Bronze
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,PODKOPAYEVA  Lilia,Women,UKR,Gold
Atlanta,1996,Gymnastics,Artistic G.,parallel bars,LYNCH  Jair,Men,USA,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,CHOW  Amy,Women,USA,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,MISUTIN  Grigori,Men,UKR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,SVETLICHNYI  Alexandre,Men,UKR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,DAWES  Dominique,Women,USA,Bronze
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,GOGEAN  Gina Elena,Women,ROU,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,TUGURLAN  Mirela,Women,ROU,Bronze
Atlanta,1996,Gymnastics,Artistic G.,balance beam,PODKOPAYEVA  Lilia,Women,UKR,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,CHARKOV  Sergei,Men,RUS,Gold
Atlanta,1996,Gymnastics,Artistic G.,parallel bars,SCHERBO  Vitaly,Men,BLR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,VASILENKO  Dmitri,Men,RUS,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,YERMAKOV  Yuri,Men,UKR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,FAN  Bin,Men,CHN,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,FAN  Hongbin,Men,CHN,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,HUANG  Huadong,Men,CHN,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,PHELPS  Jaycie,Women,USA,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,VOROPAEV  Aleksei,Men,RUS,Gold
Atlanta,1996,Gymnastics,Artistic G.,vault,MO  Huilan,Women,CHN,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,DAWES  Dominique,Women,USA,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,KOROBCHINSKI  Igor,Men,UKR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,LI  Xiaosahuang,Men,CHN,Gold
Atlanta,1996,Gymnastics,Artistic G.,vault,GOGEAN  Gina Elena,Women,ROU,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,SHAMENKO  Vladimir,Men,UKR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,NEMOV  Alexei,Men,RUS,Silver
Atlanta,1996,Gymnastics,Artistic G.,vault,YEO  Hong-Chul,Men,KOR,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,TRUSH  Dmitriy,Men,RUS,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,KOCHETKOVA  Dina,Women,RUS,Silver
Atlanta,1996,Gymnastics,Artistic G.,rings,CHECHI  Juri,Men,ITA,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,NEMOV  Alexei,Men,RUS,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,LIAPINA  Oksana,Women,RUS,Silver
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,MELISSANIDIS  Ioannis,Men,GRE,Gold
Atlanta,1996,Gymnastics,Artistic G.,rings,BURINCA  Dan,Men,ROU,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,KOSIAK  Oleg,Men,UKR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,floor exercises,NEMOV  Alexei,Men,RUS,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,GROSHEVA  Elena,Women,RUS,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,STRUG  Kerri,Women,USA,Gold
Atlanta,1996,Gymnastics,Artistic G.,team competition,SHEN  Jian,Men,CHN,Silver
Atlanta,1996,Gymnastics,Artistic G.,horizontal bar,SCHERBO  Vitaly,Men,BLR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,DOLGOPOLOVA  Elena,Women,RUS,Silver
Atlanta,1996,Gymnastics,Artistic G.,team competition,MARINESCU  Alexandra,Women,ROU,Bronze
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,PODKOPAYEVA  Lilia,Women,UKR,Gold
Atlanta,1996,Gymnastics,Artistic G.,balance beam,GOGEAN  Gina Elena,Women,ROU,Bronze
Atlanta,1996,Gymnastics,Artistic G.,vault,AMANAR  Simona,Women,ROU,Gold
Atlanta,1996,Gymnastics,Artistic G.,individual all-round,SCHERBO  Vitaly,Men,BLR,Bronze
Atlanta,1996,Gymnastics,Artistic G.,team competition,KRUKOV  Nikolay,Men,RUS,Gold
Atlanta,1996,Gymnastics,Artistic G.,parallel bars,SHARIPOV  Roustam,Men,UKR,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,DZIOUBA  Irina,Women,RUS,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,MARTINEZ  Estibaliz,Women,ESP,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,BALDO  Marta,Women,ESP,Gold
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,CHTYRENKO  Olga,Women,RUS,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,BOTCHKAREVA  Evguenia,Women,RUS,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,VATACHKA  Vjara,Women,BUL,Silver
Atlanta,1996,Gymnastics,Rhythmic G.,group competition,IOUCHKOVA  Angelina,Women,RUS,Bronze
Atlanta,1996,Gymnastics,Rhythmic G.,individual all-round,SEREBRYANSKAYA  Ekaterina,Women,UKR,Gold
